Filename,BACKGROUND,FEATHER,OUTWEAR,BEAK,HEADWEAR,EYES,EYEWEAR,RARITYSCORE,RANK
519,purple,yellow,robe king,moustache big,firefighter hat,normal,red stylish glasses,0.5221996383258583,303
1357,teal,purple,pajamas blue holding pillow,moustache small,plunger,normal,green stylish glasses,0.5221708808889137,304
1415,doom gloom,purple,pocho,small,poisoned apple,eyebrow,red stylish glasses,0.5219943387672172,305
1713,beach,purple,duck floaty,small,straw hat,normal,sunglasses smoll,0.5215951619818888,306
863,rain,boorb,purple jacket,small,cavalier hat ,normal,sleep mask ,0.520848809978281,307
1486,doom gloom,stone,none,moustache big,straw hat,black red,sunglasses,0.5207527537555294,308
967,red chart,pink love,medal,silver,none,crying,sunglasses smoll,0.5197093233181797,309
1605,grey,black,sailor costume,moustache big,bowler hat,normal,red stylish glasses,0.5181149124990229,310
1845,beach,purple,purple jacket,big,cop hat,normal,goggles,0.5179640904914707,311
1176,purple,purple,farmer outfit,worm,pirate hat,normal,brown aviator,0.5179089852501099,312
328,cancer constellation,yellow,pocho,big,poisoned apple,normal,brown aviator,0.5165564190373276,313
1160,sun,yellow,baseball jersey,normal,apple,eyebrow,pink stars glasses,0.5164517393691789,314
1031,rain,purple,clown outfit,small,watermelon,eyebrow,sunglasses smoll,0.516236691643844,315
1073,diplo sky,yellow,farmer outfit,small,straw hat,normal,pink stars glasses,0.5146456352271938,316
1445,cancer constellation,pink,none,moustache small,cowboy hat,crying,3d glasses,0.5141778720308573,317
1867,teal,pink love,medal,big,plunger,eyebrow,goggles,0.5139569198524605,318
670,red chart,purple,pajamas blue holding pillow,big,tiara pink,normal,3d glasses,0.5132323794815253,319
1286,blue,green,pocho,moustache big,cop hat,normal,3d glasses,0.5132095054048866,320
024,thunder,blue,baseball jersey,small,top hat,eyebrow,green stylish glasses,0.5128092435441041,321
1702,sun,pink,none,cigar,cone,black red,pink stars glasses,0.5125908624216684,322
1267,green chart,green,gladiator armor,big,leprechaun's hat,normal,goggles,0.5125769661789046,323
1306,thunder,black,none,moustache small,cop hat,not normal,sunglasses,0.5122634045898833,324
087,beach,yellow,clown outfit,small,watermelon,normal,3d glasses,0.5111118185468143,325
732,thunder,green,pocho,small,pirate hat,eyebrow,sunglasses smoll,0.5108283688076334,326
1140,purple,black skull,tracksuit navy blue,normal,sunny side up,eyebrow,monocle,0.5105989439745052,327
1361,purple,black,sailor costume,moustache small,pajamas cap,normal,pink stars glasses,0.5102417291563233,328
1376,purple,black,sailor costume,moustache small,baseball cap,normal,glasses,0.5102372779447681,329
093,teal,pink,cross necklace,moustache small,rubber duck,normal,3d glasses,0.5097079173260849,330
695,red chart,pink,none,moustache normal,construction hat,normal gold,goggles,0.50959618614978,331
1127,rainbow,grey,cop uniform,small,construction hat,normal,goggles,0.5090742720834901,332
1264,ninja,boorb,none,big,gladiator helmet,normal gold,eye patch,0.5086903269563535,333
184,graveyard,yellow,cop uniform,small,top hat,normal,goggles,0.5083162075757505,334
2111,blue,pink,pocho,moustache big,brain,normal,goggles,0.5075998108092173,335
1897,green chart,brown,tracksuit navy blue,small,pajamas cap,normal,sunglasses smoll,0.5050870007112856,336
2131,grey,gold,green jacket,small,cowboy hat,normal,sleep mask ,0.5044651805387322,337
2180,purple,brown,karate uniform,moustache normal,bowler hat,normal,eye patch,0.5034653247924238,338
682,aries constellation,brown,firefighter uniform,big,headlamp,normal,sleep mask ,0.5033880068906378,339
839,red chart,brown,pink dress,not normal,none,normal gold,sleep mask ,0.5011296953859073,340
1705,pink sky,grey,pink dress,small,bullseye cap,normal,glasses,0.5011086055269927,341
1309,rain,black skull,none,moustache big,bucket,pumped up,sleep mask ,0.5005897396727588,342
2096,rain,yellow,none,moustache normal,poisoned apple,not normal,sleep mask ,0.4999291077595652,343
1652,thunder,grey,none,silver,brain,black red,red stylish glasses,0.49917284133011575,344
830,rain,blue,baseball jersey,normal,poisoned apple,eyebrow,red stylish glasses,0.49917150976402735,345
1024,ninja,green,pink dress,normal,frogi,normal,glasses,0.4985782264321165,346
1870,cancer constellation,black,gold necklace,pipe,none,crying,sunglasses smoll,0.49789720754933,347
530,rain,grey,none,silver,brain,crying,pink stars glasses,0.4974023777930091,348
372,graveyard,pink,flower,moustache small,none,crying,monocle,0.4970150842791268,349
1927,grey,stone,gladiator armor,normal,cop hat,normal,sleep mask ,0.4966803254266967,350
139,red chart,purple,karate uniform,normal,apple,normal,pink stars glasses,0.49554141972772037,351
577,purple,yellow belly,pink dress,normal,captain hat,eyebrow,glasses,0.49438470143323826,352
555,blue,blue,pink dress,big,plant,eyebrow,3d glasses,0.49276720038206395,353
2152,teal,green,farmer outfit,big,viking,eyebrow,goggles,0.49190524438242805,354
659,grey,grey,pink dress,big,firefighter hat,eyebrow,green stylish glasses,0.491028659833546,355
094,doom gloom,black,witch robe,big,gm,normal,eye patch,0.4909579741111492,356
2170,blue,black skull,none,moustache small,headlamp,normal gold,pink stars glasses,0.490733972676429,357
640,teal,blue,construction vest,big,cone,eyebrow,sleep mask ,0.4906450226948981,358
2182,doom gloom,red glitch,medal,moustache big,none,crying,green stylish glasses,0.48992455964002607,359
1447,grey,robot,pajamas blue holding pillow,normal,bullseye cap,normal,goggles,0.489684311787606,360
081,doom gloom,blue,none,worm,chef hat,pumped up,glasses,0.48940461890481884,361
1476,grey,grey,cop uniform,small,headset pink,eyebrow,pink stars glasses,0.48924165166555234,362
1291,rain,not berb,karate uniform,gold normal,none,unibrow,3d glasses,0.4885694795739226,363
118,doom gloom,blue,pajamas blue holding pillow,small,viking,normal,sunglasses,0.48739574552391957,364
751,teal,green,white shirt,big,baseball cap,eyebrow,brown aviator,0.48674633532154793,365
1159,green chart,grey,medal,normal,cone,normal,sunglasses,0.4865723849293057,366
236,blue,brown,none,moustache small,poisoned apple,machine gold,eye patch,0.4864166773308122,367
2098,blue,pink love,medal,small,lamp,normal,red stylish glasses,0.4863855718546481,368
433,teal,yellow belly,sailor costume,small,construction hat,normal,sunglasses smoll,0.4861121535588571,369
947,teal,purple,crewneck sweatshirt: pink,normal,chef hat,eyebrow,glasses,0.48414572984359,370
1489,rain,green,witch robe,small,clown hat,normal,pink stars glasses,0.4837240076994074,371
752,teal,grey,none,worm,chef hat,machine,sleep mask ,0.48355777624523255,372
2164,pink sky,pink,tracksuit navy blue,normal,cavalier hat ,normal,3d glasses,0.4835112256573898,373
1552,purple,yellow belly,none,moustache small,plunger,black red,eye patch,0.48292903688476274,374
378,grey,pink,tracksuit navy blue,big,bullseye cap,eyebrow,sunglasses,0.4823364479362646,375
1695,teal,grey,firefighter uniform,big,bucket,eyebrow,green stylish glasses,0.48223625791918284,376
1112,diplo sky,pink,duck floaty,moustache normal,none,normal gold,sunglasses smoll,0.4817401681584417,377
366,doom gloom,pink,green jacket,small,baseball cap,normal,sunglasses smoll,0.4815519571753951,378
1766,pink sky,robot,duck floaty,big,none,machine gold,sleep mask ,0.4813168345316382,379
740,pink sky,blue,chef,moustache normal,none,heart,pink stars glasses,0.4809704063763246,380
308,purple,grey,green jacket,big,baseball cap,eyebrow,sleep mask ,0.480501795143893,381
831,thunder,grey,cross necklace,big,construction hat,normal,green stylish glasses,0.48047525342378056,382
1977,red chart,black skull,none,small,lamp,black red,sunglasses,0.47994753238621807,383
467,thunder,purple,gladiator armor,normal,leprechaun's hat,normal,sleep mask ,0.4792503886601506,384
1280,space,blue,none,small,plunger,crying,snorkeling,0.47798548876239655,385
1792,doom gloom,pink,karate uniform,small,viking,normal,sunglasses,0.47797148980497683,386
654,purple,purple,none,pipe,poisoned apple,pumped up,glasses,0.476644125289652,387
499,thunder,grey,cross necklace,big,brain,normal,goggles,0.47628669254100453,388
964,thunder,stone,none,small,chef hat,normal gold,sleep mask ,0.4748853641217852,389
408,blue,yellow belly,pocho,normal,cavalier hat ,normal,brown aviator,0.47413058898536203,390
488,doom gloom,yellow,crewneck sweatshirt: pink,normal,plunger,normal,pink stars glasses,0.47325606961265254,391
1057,teal,green,firefighter uniform,small,crown king,normal,monocle,0.4723401674358079,392
1222,space,black,sailor costume,moustache big,none,black red,brown aviator,0.47158103147325686,393
1451,sun,green,none,big,pajamas cap,machine,glasses,0.47099470951200684,394
259,grey,purple,witch robe,small,cowboy hat,normal,eye patch,0.4709103526476812,395
533,grey,grey,none,moustache normal,top hat,normal gold,brown aviator,0.47075348148685964,396
1040,rain,purple,cop uniform,normal,cavalier hat ,normal,brown aviator,0.4706973163012963,397
1761,purple,pink,robe king,cigar,none,red laser gold,goggles,0.4698282494770456,398
1736,purple,purple,chef,big,viking,normal,3d glasses,0.46979750746418153,399
1826,doom gloom,pink,baseball jersey,worm,none,machine gold,goggles,0.469571107004126,400
288,graveyard,pink,gold necklace,moustache small,none,crying,sleep mask ,0.46931357487356967,401
2132,red chart,brown,none,normal,sombrero hat,not normal,sunglasses,0.46856915105686736,402
787,rain,brown,leather jacket black,normal,beanie,normal,sleep mask ,0.4674743058771271,403
1192,purple,black,bowtie,normal,cavalier hat ,eyebrow,3d glasses,0.46726512883220167,404
177,grey,grey,karate uniform,small,firefighter hat,normal,sunglasses smoll,0.4666418348080751,405
1404,space,boorb,karate uniform,normal,none,cyclops,sleep mask ,0.4660965971807731,406
1666,rain,green,chef,worm,none,machine,sleep mask ,0.4659070850322459,407
908,blue,grey,none,worm,plunger,crying,eye patch,0.46572712633396923,408
1389,purple,green,witch robe,big,watermelon,normal,brown aviator,0.4649538940761141,409
2063,grey,yellow belly,detective suit,moustache big,none,normal gold,3d glasses,0.4643966567747945,410
448,pink sky,fire red,none,small,cowboy hat,unibrow,pink stars glasses,0.46421533342826,411
1858,space,blue,none,big,captain hat,black red,eye patch,0.4639104056310106,412
271,teal,pink,construction vest,big,cowboy hat,normal,sunglasses smoll,0.46367158344329984,413
2150,teal,brown,none,moustache big,straw hat,normal gold,eye patch,0.46356648465992534,414
906,blue,brown,pink dress,normal,pirate hat,eyebrow,sleep mask ,0.4625781605359716,415
1460,grey,purple glitch,none,big,tiara pink,pumped up,red stylish glasses,0.4621400298194453,416
422,thunder,pink love,none,small,pirate hat,pumped up,sunglasses smoll,0.46057740003766395,417
1462,blue,blue,duck floaty,normal,watermelon,normal,sunglasses smoll,0.4604608842114652,418
376,grey,yellow,cross necklace,small,headlamp,normal,goggles,0.45973701130309463,419
1474,purple,yellow belly,none,big,bowler hat,machine,snorkeling,0.45941181616536714,420
1438,sun,brown,pink dress,moustache normal,none,black red,glasses,0.4592788404920743,421
1039,teal,brown,green jacket,big,viking,normal,glasses,0.45761479783194864,422
1529,graveyard,pink love,none,worm,bowler hat,eyebrow,goggles,0.4574370857037318,423
1659,blue,black,medal,gold big,none,crying,goggles,0.4571470445997951,424
2185,purple,boorb,green jacket,worm,none,black red,green stylish glasses,0.4570769983298524,425
984,grey,green,witch robe,normal,sombrero hat,normal,3d glasses,0.4568991610146161,426
021,purple,pink,chef,small,cone,normal,pink stars glasses,0.45651053873858777,427
656,purple,pink,none,moustache small,clown hat,black red,sunglasses,0.45555090269555254,428
749,blue,yellow,white shirt,big,brain,normal,eye patch,0.4533539209257143,429
125,rain,blue,none,moustache normal,brain,unibrow,eye patch,0.45308916661231036,430
1449,pink sky,black skull,none,small,bullseye cap,unibrow,3d glasses,0.4523555405746407,431
1122,teal,black,cop uniform,normal,headlamp,normal,pink stars glasses,0.4520695047666641,432
423,rain,green,none,moustache big,baseball cap,unibrow,brown aviator,0.45192317720252495,433
2122,purple,yellow,clown outfit,gold small,none,pumped up,3d glasses,0.451717227810137,434
1115,purple,yellow belly,gladiator armor,moustache big,none,black red,red stylish glasses,0.4507182705021257,435
862,sun,yellow belly,none,big,headlamp,unibrow,goggles,0.45043165978196126,436
1914,rain,brown,none,big,cone,green laser,eye patch,0.4503880412332834,437
163,doom gloom,grey,baseball jersey,moustache big,none,crying,green stylish glasses,0.4500709932321446,438
970,teal,brown,farmer outfit,normal,headset pink,normal,glasses,0.4497076293547137,439
2186,blue sky,pink,none,normal,tiara pink,normal gold,green stylish glasses,0.44899651258220213,440
877,purple,green,none,cigar,pajamas cap,unibrow,sunglasses smoll,0.44883840537660563,441
439,rain,brown,baseball jersey,gold big,none,unibrow,brown aviator,0.4483726524438261,442
1395,cancer constellation,pink,none,normal,gm,black red,3d glasses,0.4476949057632106,443
1375,doom gloom,blue,none,big,plunger,heart,green stylish glasses,0.44688825662321424,444
1398,doom gloom,robot,detective suit,small,none,pumped up,green stylish glasses,0.4468546546818944,445
1229,doom gloom,pink,none,normal,witch hat,not normal,goggles,0.4462816364951633,446
1420,rain,grey,cop uniform,moustache small,none,pumped up,pink stars glasses,0.44626472163207787,447
186,rainbow,blue,none,normal,pirate hat,black red,red stylish glasses,0.4449177225304803,448
1348,blue,brown,pink dress,normal,pilot helmet,normal,3d glasses,0.44450485334007805,449
1064,doom gloom,brown,none,normal,cone,not normal,brown aviator,0.4442140831936862,450
1344,purple,yellow,medal,normal,rug!,normal,goggles,0.4432926598730355,451
292,teal,yellow belly,none,small,cop hat,crying,sunglasses smoll,0.4416755891230954,452
1315,cancer constellation,yellow belly,sailor costume,big,none,black red,sleep mask ,0.44122255427388113,453
1321,rain,stone,cross necklace,small,none,heart,red stylish glasses,0.4409599230729482,454
1716,sun,blue,cop uniform,big,none,machine,goggles,0.440257555635757,455
1594,graveyard,stone,none,moustache normal,apple,normal,sleep mask ,0.439451245633921,456
1684,purple,brown,clown outfit,moustache small,none,machine,sleep mask ,0.4390591903976444,457
2202,purple,brown,none,moustache small,bucket,unibrow,snorkeling,0.4385185240628578,458
653,blue sky,brown,none,pipe,cavalier hat ,eyebrow,goggles,0.43824762751997237,459
1945,grey,pink,astronaut,moustache big,none,pumped up,brown aviator,0.43814824798013235,460
1928,rainbow,yellow,none,pipe,cone,eyebrow,3d glasses,0.4363898832504782,461
514,teal,yellow,none,small,headlamp,not normal,pink stars glasses,0.43599874998333416,462
1540,purple,black,cross necklace,cigar,none,black red,eye patch,0.435693794512677,463
1840,green chart,stone,none,moustache normal,bullseye cap,normal,glasses,0.43542111893950336,464
1869,rain,black,none,small,headset pink,pumped up,green stylish glasses,0.4349005903242038,465
898,grey,purple,crewneck sweatshirt: pink,moustache big,none,pumped up,sleep mask ,0.43485326534718394,466
1437,rain,brown,tracksuit navy blue,moustache normal,none,black red,pink stars glasses,0.4348041152239242,467
298,cancer constellation,green,none,worm,bowler hat,eyebrow,brown aviator,0.43397713856481157,468
2174,teal,grey,gold necklace,worm,none,heart,pink stars glasses,0.4336199064942681,469
1163,doom gloom,green,none,small,firefighter hat,pumped up,sleep mask ,0.4333961619324736,470
2049,doom gloom,yellow belly,none,small,headlamp,unibrow,green stylish glasses,0.43316798671274903,471
