Filename;Title;Description;NbCopies;NbSelf;BACKGROUND;FEATHER;OUTWEAR;BEAK;HEADWEAR;EYES;EYEWEAR
264;RugBerb #264;Get Rugged;1;0;doom gloom;pink;karate uniform;big;leprechaun's hat;unibrow;sunglasses
265;RugBerb #265;Get Rugged;1;0;Diplo Sky;pink;medal;gold normal;none;red laser;none
266;RugBerb #266;Get Rugged;1;0;Thunder;purple;firefighter uniform;big;headset pink;normal;none
267;RugBerb #267;Get Rugged;1;0;Rain;blue;clown outfit;small;none;pumped up;eye patch
268;RugBerb #268;Get Rugged;1;0;grey;fire red;pink dress;worm;tiara pink;eyebrow;none
269;RugBerb #269;Get Rugged;1;0;teal;brown;none;Moustache big;none;unibrow;sunglasses smoll
270;RugBerb #270;Get Rugged;1;0;grey;grey;pajamas blue holding pillow;big;sunny side up;normal;none
271;RugBerb #271;Get Rugged;1;0;teal;pink;construction vest;big;cowboy hat;normal;sunglasses smoll
272;RugBerb #272;Get Rugged;1;0;pink sky;pink;none;big;GM;eyebrow;none
273;RugBerb #273;Get Rugged;1;0;teal;pink;none;worm;firefighter hat;normal;none
274;RugBerb #274;Get Rugged;1;0;Thunder;pink love;cross necklace;Moustache normal;none;eyebrow;none
275;RugBerb #275;Get Rugged;1;0;blue;grey;cross necklace;big;brain;normal;none
276;RugBerb #276;Get Rugged;1;0;teal;grey;sailor costume;small;pajamas cap;eyebrow;none
277;RugBerb #277;Get Rugged;1;0;teal;black;none;big;headband;eyebrow;none
278;RugBerb #278;Get Rugged;1;0;sun;brown;firefighter uniform;small;GM;black red;green stylish glasses
279;RugBerb #279;Get Rugged;1;0;blue;black;none;pipe;none;normal;glasses
280;RugBerb #280;Get Rugged;1;0;graveyard;pink;green jacket;big;none;rainbow laser;none
281;RugBerb #281;Get Rugged;1;0;green chart;purple;crewneck sweatshirt: pink;Moustache big;none;pumped up;none
282;RugBerb #282;Get Rugged;1;0;purple;black;scarf;worm;GM;unibrow;none
283;RugBerb #283;Get Rugged;1;0;Rain;brown;none;small;sunny side up;heart;none
284;RugBerb #284;Get Rugged;1;0;teal;green;karate uniform;Moustache big;baseball cap;eyebrow;none
285;RugBerb #285;Get Rugged;1;0;blue;black skull;none;Moustache normal;none;heart;glasses
286;RugBerb #286;Get Rugged;1;0;blue;yellow belly;medal;Moustache big;construction hat;normal;none
287;RugBerb #287;Get Rugged;1;0;rainbow;red glitch;tracksuit navy blue;big;watermelon;black red;3d glasses
288;RugBerb #288;Get Rugged;1;0;graveyard;pink;gold necklace;moustache small;none;crying;sleep mask 
289;RugBerb #289;Get Rugged;1;0;rainbow zigzag;red glitch;egg;normal;none;normal;none
290;RugBerb #290;Get Rugged;1;0;purple zigzag;robot;egg;silver;none;machine;none
291;RugBerb #291;Get Rugged;1;0;blue;yellow;duck floaty;pipe;cowboy hat;unibrow;none
292;RugBerb #292;Get Rugged;1;0;teal;yellow belly;none;small;cop hat;crying;sunglasses smoll
293;RugBerb #293;Get Rugged;1;0;purple;black skull;tracksuit navy blue;gold big;poisoned apple;normal gold;none
294;RugBerb #294;Get Rugged;1;0;green chart;purple;none;moustache small;Sombrero hat;normal;none
295;RugBerb #295;Get Rugged;1;0;doom gloom;purple;scarf;moustache small;none;pumped up;none
296;RugBerb #296;Get Rugged;1;0;teal;green;clown outfit;small;tiara pink;unibrow;none
297;RugBerb #297;Get Rugged;1;0;blue;yellow;pink dress;big;construction hat;unibrow;none
298;RugBerb #298;Get Rugged;1;0;cancer constellation;green;none;worm;bowler hat;eyebrow;brown aviator
299;RugBerb #299;Get Rugged;1;0;rainbow zigzag;blue;egg;normal;none;normal;none
300;RugBerb #300;Get Rugged;1;0;purple;brown;none;big;witch hat;unibrow;none
301;RugBerb #301;Get Rugged;1;0;teal;brown;none;Moustache normal;cone;eyebrow;glasses
302;RugBerb #302;Get Rugged;1;0;teal;green;karate uniform;pipe;none;pumped up;none
303;RugBerb #303;Get Rugged;1;0;rainbow;robot;gold necklace;small;pajamas cap;machine;glasses
304;RugBerb #304;Get Rugged;1;0;graveyard;BOOrb;leather jacket black;big;third eye;normal;none
305;RugBerb #305;Get Rugged;1;0;pink sky;pink;white shirt;silver;cavalier hat ;unibrow;none
306;RugBerb #306;Get Rugged;1;0;beach;grey;medal;small;cone;black red;none
307;RugBerb #307;Get Rugged;1;0;Rain;brown;none;small;none;normal;none
308;RugBerb #308;Get Rugged;1;0;purple;grey;green jacket;big;baseball cap;eyebrow;sleep mask 
309;RugBerb #309;Get Rugged;1;0;Thunder;black;construction vest;normal;none;unibrow;none
310;RugBerb #310;Get Rugged;1;0;teal;grey;green jacket;Moustache normal;clown hat;heart;none
311;RugBerb #311;Get Rugged;1;0;beach;grey;white shirt;Moustache normal;cone;normal;none
312;RugBerb #312;Get Rugged;1;0;blue;green;duck floaty;cigar;cowboy hat;red laser gold;none
313;RugBerb #313;Get Rugged;1;0;beach;yellow;none;Moustache normal;Sombrero hat;normal;none
314;RugBerb #314;Get Rugged;1;0;blue;pink love;none;normal;top hat;normal;none
315;RugBerb #315;Get Rugged;1;0;purple;brown;cross necklace;Moustache big;headset pink;not normal;none
316;RugBerb #316;Get Rugged;1;0;doom gloom;robot;farmer outfit;Moustache big;none;unibrow;none
317;RugBerb #317;Get Rugged;1;0;Thunder;grey;none;normal;none;normal;pink stars glasses
318;RugBerb #318;Get Rugged;1;0;purple;purple;cross necklace;big;bucket;normal;none
319;RugBerb #319;Get Rugged;1;0;teal;pink;none;small;plunger;normal;none
320;RugBerb #320;Get Rugged;1;0;rainbow;black;firefighter uniform;Moustache big;none;eyebrow;none
321;RugBerb #321;Get Rugged;1;0;purple;black skull;baseball jersey;normal;headset pink;cyclops;none
322;RugBerb #322;Get Rugged;1;0;purple;purple;scarf;small;headband;unibrow;none
323;RugBerb #323;Get Rugged;1;0;pink sky;green;firefighter uniform;normal;headlamp;eyebrow;none
324;RugBerb #324;Get Rugged;1;0;beach;purple;none;moustache small;none;heart;none
325;RugBerb #325;Get Rugged;1;0;Space;blue;bowtie;worm;cowboy hat;machine;none
326;RugBerb #326;Get Rugged;1;0;Thunder;blue;medal;big;none;unibrow;none
327;RugBerb #327;Get Rugged;1;0;Rain;robot;karate uniform;Moustache big;pajamas cap;unibrow;none
328;RugBerb #328;Get Rugged;1;0;cancer constellation;yellow;pocho;big;poisoned apple;normal;brown aviator
329;RugBerb #329;Get Rugged;1;0;sun;green;baseball jersey;normal;watermelon;pumped up;sunglasses
330;RugBerb #330;Get Rugged;1;0;blue;black;bowtie;worm;firefighter hat;eyebrow;none
331;RugBerb #331;Get Rugged;1;0;teal;grey;white shirt;big;cowboy hat;eyebrow;none
332;RugBerb #332;Get Rugged;1;0;teal;black skull;none;pipe;headset pink;heart;snorkeling
333;RugBerb #333;Get Rugged;1;0;teal;black skull;cross necklace;moustache small;cone;unibrow;sunglasses smoll
334;RugBerb #334;Get Rugged;1;0;red chart;green;none;Moustache big;headset pink;eyebrow;none
335;RugBerb #335;Get Rugged;1;0;blue;brown;cop uniform;cigar;none;pumped up;none
336;RugBerb #336;Get Rugged;1;0;green chart;black;chef;big;headset pink;normal;none
337;RugBerb #337;Get Rugged;1;0;blue sky;blue;scarf;big;straw hat;unibrow;none
338;RugBerb #338;Get Rugged;1;0;grey;brown;sailor costume;silver;none;normal;none
339;RugBerb #339;Get Rugged;1;0;blue;green;gold necklace;worm;pan;eyebrow;none
340;RugBerb #340;Get Rugged;1;0;doom gloom;brown;none;big;Pilot helmet;unibrow;brown aviator
341;RugBerb #341;Get Rugged;1;0;green chart;green;none;small;frogi;black red;none
342;RugBerb #342;Get Rugged;1;0;pink sky;purple;baseball jersey;normal;none;eyebrow;none
343;RugBerb #343;Get Rugged;1;0;grey;yellow belly;none;big;leprechaun's hat;eyebrow;none
344;RugBerb #344;Get Rugged;1;0;Thunder;purple glitch;pink dress;cigar;firefighter hat;unibrow;none
345;RugBerb #345;Get Rugged;1;0;blue;grey;none;silver;construction hat;eyebrow;none
346;RugBerb #346;Get Rugged;1;0;doom gloom;black;none;normal;cavalier hat ;eyebrow;none
347;RugBerb #347;Get Rugged;1;0;Thunder;blue;flower;Moustache big;none;eyebrow;sunglasses smoll
348;RugBerb #348;Get Rugged;1;0;blue;fire red;none;small;sunny side up;normal;none
349;RugBerb #349;Get Rugged;1;0;teal;black skull;none;normal;none;cyclops;sleep mask 
350;RugBerb #350;Get Rugged;1;0;Thunder;yellow;pink dress;normal;watermelon;heart;none
351;RugBerb #351;Get Rugged;1;0;doom gloom;bone;none;none;pirate hat;none;eye patch
352;RugBerb #352;Get Rugged;1;0;grey;brown;pocho;Moustache normal;leprechaun's hat;normal gold;none
353;RugBerb #353;Get Rugged;1;0;Ninja;blue;bowtie;big;none;eyebrow;glasses
354;RugBerb #354;Get Rugged;1;0;teal;pink;duck floaty;worm;pajamas cap;normal;none
355;RugBerb #355;Get Rugged;1;0;blue sky;pink;medal;big;chef hat;normal;none
356;RugBerb #356;Get Rugged;1;0;purple;stone;none;moustache small;headset pink;red laser;none
357;RugBerb #357;Get Rugged;1;0;doom gloom;grey;tracksuit navy blue;Moustache big;tiara pink;eyebrow;brown aviator
358;RugBerb #358;Get Rugged;1;0;purple;pink;firefighter uniform;small;none;normal;eye patch
359;RugBerb #359;Get Rugged;1;0;doom gloom;green;witch robe;cigar;none;eyebrow;none
360;RugBerb #360;Get Rugged;1;0;teal;black;green jacket;normal;none;eyebrow;none
361;RugBerb #361;Get Rugged;1;0;blue;purple;karate uniform;Moustache big;none;normal;none
362;RugBerb #362;Get Rugged;1;0;purple;brown;none;moustache small;none;eyebrow;none
363;RugBerb #363;Get Rugged;1;0;grey;green;none;big;Viking;normal;none
364;RugBerb #364;Get Rugged;1;0;pink sky;yellow belly;karate uniform;silver;none;unibrow;none
365;RugBerb #365;Get Rugged;1;0;blue;grey;karate uniform;normal;none;unibrow;eye patch
366;RugBerb #366;Get Rugged;1;0;doom gloom;pink;green jacket;small;baseball cap;normal;sunglasses smoll
367;RugBerb #367;Get Rugged;1;0;graveyard;blue;detective suit;Moustache normal;top hat;crying;none
368;RugBerb #368;Get Rugged;1;0;grey;green;karate uniform;Moustache big;headband;eyebrow;3d glasses
369;RugBerb #369;Get Rugged;1;0;purple;pink love;none;small;rubber duck;unibrow;none
370;RugBerb #370;Get Rugged;1;0;Rain;purple;none;big;none;normal;none
371;RugBerb #371;Get Rugged;1;0;blue;grey;medal;silver;headband;eyebrow;eye patch
372;RugBerb #372;Get Rugged;1;0;graveyard;pink;flower;moustache small;none;crying;monocle
373;RugBerb #373;Get Rugged;1;0;doom gloom;purple;chef;worm;witch hat;red laser gold;none
374;RugBerb #374;Get Rugged;1;0;doom gloom;purple;bowtie;worm;none;crying;none
375;RugBerb #375;Get Rugged;1;0;pink sky;black;none;small;Pilot helmet;normal;none
376;RugBerb #376;Get Rugged;1;0;grey;yellow;cross necklace;small;headlamp;normal;goggles
377;RugBerb #377;Get Rugged;1;0;pink sky;yellow;none;normal;cowboy hat;normal;none
378;RugBerb #378;Get Rugged;1;0;grey;pink;tracksuit navy blue;big;Bullseye cap;eyebrow;sunglasses
379;RugBerb #379;Get Rugged;1;0;Ninja;black skull;karate uniform;moustache small;pajamas cap;crying;none
380;RugBerb #380;Get Rugged;1;0;blue;blue;witch robe;small;cop hat;eyebrow;none
381;RugBerb #381;Get Rugged;1;0;red chart;grey;construction vest;normal;cowboy hat;eyebrow;pink stars glasses
382;RugBerb #382;Get Rugged;1;0;graveyard;yellow;none;Moustache normal;headlamp;eyebrow;none
383;RugBerb #383;Get Rugged;1;0;beach;yellow belly;gold necklace;moustache small;none;eyebrow;none
384;RugBerb #384;Get Rugged;1;0;Rain;brown;tracksuit navy blue;not normal;top hat;normal;none
385;RugBerb #385;Get Rugged;1;0;purple;purple;green jacket;normal;pajamas cap;normal gold;none
386;RugBerb #386;Get Rugged;1;0;grey;stone;white shirt;normal;none;crying;green stylish glasses
387;RugBerb #387;Get Rugged;1;0;blue;pink love;baseball jersey;worm;plunger;pumped up;glasses
388;RugBerb #388;Get Rugged;1;0;Ninja;blue ninja;ninja staff;normal;ninja hat;wounded;none
389;RugBerb #389;Get Rugged;1;0;grey;yellow;karate uniform;silver;captain hat;green laser;none
390;RugBerb #390;Get Rugged;1;0;green chart;yellow;none;worm;straw hat;normal;none
391;RugBerb #391;Get Rugged;1;0;teal;yellow;pocho;not normal;pirate hat;unibrow;red stylish glasses
392;RugBerb #392;Get Rugged;1;0;Thunder;blue;none;big;none;eyebrow;3d glasses
393;RugBerb #393;Get Rugged;1;0;ninja;grey ninja;cross necklace;normal;none;pumped up;none
394;RugBerb #394;Get Rugged;1;0;red chart;yellow belly;karate uniform;Moustache big;cavalier hat ;normal;none
395;RugBerb #395;Get Rugged;1;0;blue;yellow belly;pink dress;worm;none;normal;glasses
396;RugBerb #396;Get Rugged;1;0;teal;grey;none;Moustache normal;none;normal gold;none
397;RugBerb #397;Get Rugged;1;0;teal;purple;none;Moustache normal;headband;cyclops;none
398;RugBerb #398;Get Rugged;1;0;pink sky;green;none;silver;none;black red;snorkeling
399;RugBerb #399;Get Rugged;1;0;cancer constellation;fire blue;crewneck sweatshirt: pink;moustache small;none;eyebrow;none
400;RugBerb #400;Get Rugged;1;0;teal;pink;cop uniform;big;none;eyebrow;none
401;RugBerb #401;Get Rugged;1;0;blue;blue;none;cigar;rubber duck;eyebrow;3d glasses
402;RugBerb #402;Get Rugged;1;0;graveyard;yellow;karate uniform;normal;none;unibrow;none
403;RugBerb #403;Get Rugged;1;0;teal;pink love;karate uniform;small;Sombrero hat;normal gold;none
404;RugBerb #404;Get Rugged;1;0;purple;pink;none;big;none;eyebrow;sleep mask 
405;RugBerb #405;Get Rugged;1;0;blue;black;none;moustache small;construction hat;crying;none
406;RugBerb #406;Get Rugged;1;0;Rain;BOOrb;pink dress;Moustache big;apple;black red;none
407;RugBerb #407;Get Rugged;1;0;purple;pink love;none;normal;none;normal gold;none
408;RugBerb #408;Get Rugged;1;0;blue;yellow belly;pocho;normal;cavalier hat ;normal;brown aviator
409;RugBerb #409;Get Rugged;1;0;blue;yellow belly;firefighter uniform;small;none;machine;none
410;RugBerb #410;Get Rugged;1;0;teal;brown;firefighter uniform;big;headset pink;normal;none
411;RugBerb #411;Get Rugged;1;0;purple;purple;bowtie;small;GM;unibrow;none
412;RugBerb #412;Get Rugged;1;0;rainbow;brown;bowtie;normal;cop hat;crying;sunglasses smoll
413;RugBerb #413;Get Rugged;1;0;grey;grey;green jacket;normal;none;normal;glasses
414;RugBerb #414;Get Rugged;1;0;Space;black;purple jacket;big;bucket;eyebrow;none
415;RugBerb #415;Get Rugged;1;0;red chart;purple;none;big;headband;eyebrow;none
416;RugBerb #416;Get Rugged;1;0;doom gloom;pink;none;small;none;normal;sunglasses
417;RugBerb #417;Get Rugged;1;0;Rain;red glitch;pink dress;normal;basquiat's crown;normal;none
418;RugBerb #418;Get Rugged;1;0;graveyard;green;none;Moustache big;leprechaun's hat;eyebrow;none
419;RugBerb #419;Get Rugged;1;0;Diplo Sky;pink love;none;big;rubber duck;normal;pink stars glasses
420;RugBerb #420;Get Rugged;1;0;doom gloom;black skull;none;normal;Viking;eyebrow;none
421;RugBerb #421;Get Rugged;1;0;doom gloom;grey;none;big;none;crying;none
422;RugBerb #422;Get Rugged;1;0;Thunder;pink love;none;small;pirate hat;pumped up;sunglasses smoll
423;RugBerb #423;Get Rugged;1;0;Rain;green;none;Moustache big;baseball cap;unibrow;brown aviator
424;RugBerb #424;Get Rugged;1;0;blue;grey;purple jacket;small;none;eyebrow;none
425;RugBerb #425;Get Rugged;1;0;Thunder;black;scarf;big;crown king;eyebrow;none
426;RugBerb #426;Get Rugged;1;0;Thunder;grey;scarf;gold small;none;eyebrow;red stylish glasses
427;RugBerb #427;Get Rugged;1;0;purple;brown;none;moustache small;none;pumped up;none
428;RugBerb #428;Get Rugged;1;0;cancer constellation;fire red;none;big;none;eyebrow;none
429;RugBerb #429;Get Rugged;1;0;Ninja;pink ninja;bowtie;normal;brain;crying;none
430;RugBerb #430;Get Rugged;1;0;grey;black;duck floaty;worm;pirate hat;machine;none
431;RugBerb #431;Get Rugged;1;0;Thunder;yellow;green jacket;Moustache normal;baseball cap;unibrow;none
432;RugBerb #432;Get Rugged;1;0;blue sky;purple;gold necklace;normal;bucket;eyebrow;none
433;RugBerb #433;Get Rugged;1;0;teal;yellow belly;sailor costume;small;construction hat;normal;sunglasses smoll
434;RugBerb #434;Get Rugged;1;0;Thunder;blue;none;normal;firefighter hat;eyebrow;3d glasses
435;RugBerb #435;Get Rugged;1;0;blue;brown;tracksuit navy blue;Moustache big;pan;eyebrow;glasses
436;RugBerb #436;Get Rugged;1;0;pink sky;yellow;bowtie;worm;brain;normal gold;none
437;RugBerb #437;Get Rugged;1;0;Rain;BOOrb;pink dress;cigar;cavalier hat ;normal;green stylish glasses
438;RugBerb #438;Get Rugged;1;0;Thunder;brown;clown outfit;small;none;eyebrow;sunglasses
439;RugBerb #439;Get Rugged;1;0;Rain;brown;baseball jersey;gold big;none;unibrow;brown aviator
440;RugBerb #440;Get Rugged;1;0;teal;brown;karate uniform;normal;none;eyebrow;none
441;RugBerb #441;Get Rugged;1;0;grey;blue;bowtie;small;lamp;black red;none
442;RugBerb #442;Get Rugged;1;0;doom gloom;brown;none;big;witch hat;unibrow;none
443;RugBerb #443;Get Rugged;1;0;grey;yellow;none;normal;lamp;eyebrow;none
444;RugBerb #444;Get Rugged;1;0;purple;blue;farmer outfit;worm;headband;normal;red stylish glasses
445;RugBerb #445;Get Rugged;1;0;Ninja;green;medal;silver;firefighter hat;normal;none
446;RugBerb #446;Get Rugged;1;0;blue;black;cop uniform;small;cop hat;red laser gold;none
447;RugBerb #447;Get Rugged;1;0;pink sky;pink;none;normal;none;normal gold;pink stars glasses
448;RugBerb #448;Get Rugged;1;0;pink sky;fire red;none;small;cowboy hat;unibrow;pink stars glasses
449;RugBerb #449;Get Rugged;1;0;purple;brown;none;Moustache normal;none;unibrow;brown aviator
450;RugBerb #450;Get Rugged;1;0;red chart;yellow;cop uniform;pipe;headset pink;normal gold;goggles
451;RugBerb #451;Get Rugged;1;0;grey;brown;pajamas blue holding pillow;silver;cowboy hat;eyebrow;glasses
452;RugBerb #452;Get Rugged;1;0;Rain;pink;firefighter uniform;big;pirate hat;eyebrow;none
453;RugBerb #453;Get Rugged;1;0;grey;purple;none;small;none;normal gold;none
454;RugBerb #454;Get Rugged;1;0;Space;blue;construction vest;normal;RUG!;heart;none
455;RugBerb #455;Get Rugged;1;0;blue;purple;none;Moustache big;lamp;normal;sunglasses smoll
456;RugBerb #456;Get Rugged;1;0;graveyard;blue;none;moustache small;watermelon;pumped up;none
457;RugBerb #457;Get Rugged;1;0;red chart;brown;none;small;tiara pink;normal;sleep mask 
458;RugBerb #458;Get Rugged;1;0;grey;pink love;gold necklace;big;none;normal;none
459;RugBerb #459;Get Rugged;1;0;ninja;white ninja;ninja staff;normal;third eye;wounded;none
460;RugBerb #460;Get Rugged;1;0;purple;blue;none;moustache small;construction hat;crying;none
461;RugBerb #461;Get Rugged;1;0;purple;yellow belly;none;Moustache normal;none;cyclops;none
462;RugBerb #462;Get Rugged;1;0;purple;grey;purple jacket;big;firefighter hat;eyebrow;none
463;RugBerb #463;Get Rugged;1;0;blue sky;pink love;robe king;worm;poisoned apple;black red;none
464;RugBerb #464;Get Rugged;1;0;doom gloom;black skull;clown outfit;small;lamp;normal gold;sunglasses smoll
465;RugBerb #465;Get Rugged;1;0;blue;black;none;gold small;none;normal;none
466;RugBerb #466;Get Rugged;1;0;blue;brown;crewneck sweatshirt: pink;worm;none;eyebrow;none
467;RugBerb #467;Get Rugged;1;0;Thunder;purple;gladiator armor;normal;leprechaun's hat;normal;sleep mask 
468;RugBerb #468;Get Rugged;1;0;blue;yellow belly;none;small;none;heart;red stylish glasses
469;RugBerb #469;Get Rugged;1;0;Thunder;pink;tracksuit navy blue;not normal;pajamas cap;black red;none
470;RugBerb #470;Get Rugged;1;0;green chart;black skull;gold necklace;big;bucket;machine;none
471;RugBerb #471;Get Rugged;1;0;purple;fire blue;medal;normal;none;normal;none
472;RugBerb #472;Get Rugged;1;0;grey;red glitch;pajamas blue holding pillow;big;pajamas cap;normal;none
473;RugBerb #473;Get Rugged;1;0;grey;green;duck floaty;big;Bullseye cap;eyebrow;none
474;RugBerb #474;Get Rugged;1;0;blue sky;purple;medal;normal;none;eyebrow;none
